customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,phone_service,num_premium_services,monthly_charges,total_charges,payment_method,paperless_billing,clv,treatment,propensity_score,churn_binary,revenue_at_risk,tenure_bucket,uplift_score,mu_0_control,mu_1_treatment,quadrant,value_at_risk
CUST-06942,Female,0,No,No,35,Month-to-month,DSL,No internet service,No internet service,No,No,No,No internet service,Yes,0,98.99,3336.83,Electronic check,Yes,1792.46,1,0.6174,1,1187.88,25-48 months,-0.14449027770532483,0.2231510389920501,0.36764131669737493,Sleeping Dog,-258.99
CUST-05685,Female,0,No,No,45,One year,DSL,No internet service,Yes,Yes,Yes,Yes,No,Yes,4,65.68,2707.54,Electronic check,Yes,1792.27,0,0.0153,0,0.0,25-48 months,-0.15785135917084708,0.06952321837745702,0.22737457754830412,Sleeping Dog,-282.91
CUST-03906,Male,0,No,No,23,Two year,No,No,No,No,No,Yes,Yes,Yes,2,47.8,1066.19,Mailed check,No,1790.67,0,0.003,0,0.0,13-24 months,-0.04705552397086231,0.047884648026894336,0.09494017199775664,Sleeping Dog,-84.26
CUST-02798,Female,0,No,No,72,Two year,Fiber optic,Yes,No,No,No internet service,Yes,No,Yes,2,48.1,3241.67,Mailed check,Yes,1790.62,0,0.0001,0,0.0,49+ months,-0.07055471401548495,0.06609213845993404,0.136646852475419,Sleeping Dog,-126.34
CUST-06239,Male,0,No,Yes,71,One year,Fiber optic,No,No,Yes,No,No,No internet service,Yes,1,63.39,4698.74,Mailed check,Yes,1789.93,0,0.0021,0,0.0,49+ months,-0.10083912448502652,0.13205062665880654,0.23288975114383306,Sleeping Dog,-180.49
CUST-00699,Female,0,Yes,No,20,One year,No,No,No,No,No,No internet service,No,Yes,0,86.74,1676.01,Mailed check,Yes,1789.36,1,0.1699,0,0.0,13-24 months,-0.036390965431654404,0.12683242866358102,0.16322339409523542,Sleeping Dog,-65.12
CUST-03574,Female,1,Yes,No,70,Two year,No,No internet service,No,Yes,No,No,Yes,No,2,46.32,3319.71,Bank transfer (automatic),No,1788.87,0,0.0001,0,0.0,49+ months,-0.03259389199725413,0.049575924584135116,0.08216981658138925,Sleeping Dog,-58.31
CUST-04437,Female,1,Yes,No,48,One year,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,3,64.77,3125.83,Electronic check,Yes,1788.54,0,0.0127,0,0.0,25-48 months,-0.10219604814100337,0.10973038114807636,0.21192642928907973,Sleeping Dog,-182.78
CUST-01003,Female,1,No,No,42,One year,Fiber optic,No internet service,Yes,No,No,No,Yes,No,2,77.56,3583.3,Bank transfer (automatic),No,1788.35,0,0.036,0,0.0,25-48 months,-0.08483027413850153,0.12470840892897317,0.2095386830674747,Sleeping Dog,-151.71
CUST-04775,Male,0,No,No,56,One year,No,Yes,Yes,No,No,No,Yes,Yes,3,76.5,4630.22,Electronic check,No,1787.75,0,0.0127,1,918.0,49+ months,-0.25281820845343095,0.10349584405625958,0.3563140525096905,Sleeping Dog,-451.98
CUST-02464,Female,1,No,No,31,One year,DSL,No,No,No,No,No internet service,Yes,Yes,1,67.61,2050.95,Electronic check,Yes,1786.42,0,0.0459,0,0.0,25-48 months,-0.12949308544802934,0.09411958058432102,0.22361266603235036,Sleeping Dog,-231.33
CUST-01411,Male,0,Yes,No,3,Two year,No,Yes,No,No,No internet service,Yes,No internet service,Yes,2,51.88,164.2,Mailed check,No,1785.84,0,0.018,0,0.0,0-12 months,-0.12198884301308655,0.09314783135127677,0.21513667436436332,Sleeping Dog,-217.85
CUST-06483,Male,0,Yes,Yes,1,Two year,DSL,No internet service,No,No,No,Yes,No internet service,Yes,1,73.21,69.97,Electronic check,No,1785.36,0,0.0406,0,0.0,0-12 months,-0.029979377376670224,0.2521323547062731,0.2821117320829433,Sleeping Dog,-53.52
CUST-01584,Female,0,Yes,No,72,Two year,DSL,No internet service,No internet service,No,No,No,No internet service,Yes,0,47.92,3452.72,Credit card (automatic),Yes,1784.72,0,0.0001,0,0.0,49+ months,-0.06617116518370539,0.05130739066422473,0.11747855584793011,Sleeping Dog,-118.1
CUST-03548,Male,0,Yes,No,11,One year,No,No internet service,Yes,No internet service,No internet service,Yes,No,Yes,2,76.32,857.5,Credit card (automatic),Yes,1784.59,0,0.2216,0,0.0,0-12 months,0.11785115245443376,0.23183347617331915,0.11398232371888539,Sure Thing,210.32
CUST-01961,Female,0,No,No,16,One year,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Yes,3,76.41,1102.84,Credit card (automatic),Yes,1784.57,0,0.1589,0,0.0,13-24 months,0.052349157533288046,0.1360303077816196,0.08368115024833155,Sure Thing,93.42
CUST-00647,Female,1,No,Yes,36,Month-to-month,No,No,Yes,No internet service,No,No,No,No,1,108.21,3861.61,Electronic check,No,1783.11,1,0.6504,0,0.0,25-48 months,0.06753921895789229,0.19245333447482244,0.12491411551693014,Sure Thing,120.43
CUST-05677,Female,0,No,No,5,One year,No,No internet service,No,No internet service,Yes,Yes,No,No,2,95.44,462.26,Bank transfer (automatic),Yes,1782.84,1,0.4195,0,0.0,0-12 months,0.17290438814337547,0.3543791426830617,0.18147475453968623,Persuadable,308.26
CUST-00260,Female,0,Yes,No,30,Two year,Fiber optic,No,Yes,No,No,No internet service,No,Yes,1,45.88,1319.12,Bank transfer (automatic),Yes,1782.74,0,0.002,0,0.0,25-48 months,-0.050596448085416745,0.07479682765752693,0.12539327574294368,Sleeping Dog,-90.2
CUST-05827,Male,1,No,No,2,One year,No,No,Yes,No,Yes,Yes,Yes,Yes,4,118.0,228.31,Electronic check,Yes,1782.68,1,0.6067,0,0.0,0-12 months,0.037544597692941564,0.14868242571343512,0.11113782802049356,Sure Thing,66.93
CUST-03443,Male,1,Yes,No,72,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Yes,4,86.52,6635.45,Electronic check,Yes,1781.37,0,0.0919,1,1038.24,49+ months,0.2340409800254995,0.4858071819575625,0.251766201932063,Persuadable,416.91
CUST-01017,Female,0,No,Yes,26,One year,Fiber optic,No internet service,Yes,No,No,No,No,Yes,1,84.65,2000.64,Mailed check,Yes,1781.12,0,0.1016,1,1015.8,25-48 months,0.07856982610877873,0.18740864727149092,0.1088388211627122,Sure Thing,139.94
CUST-06401,Male,1,Yes,No,68,Month-to-month,No,No internet service,No,Yes,Yes,No,Yes,Yes,3,110.56,6783.63,Electronic check,No,1780.42,0,0.2248,0,0.0,49+ months,0.18768387108107845,0.3283828524451325,0.14069898136405404,Persuadable,334.16
CUST-01558,Male,0,Yes,Yes,58,One year,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,3,77.56,4433.09,Mailed check,Yes,1780.2,0,0.0107,0,0.0,49+ months,-0.19579359191914825,0.09634547624638308,0.2921390681655313,Sleeping Dog,-348.55
CUST-00097,Female,0,No,No,17,Two year,DSL,No,No,No,No,Yes,Yes,No,2,50.26,831.47,Electronic check,No,1779.69,0,0.0061,0,0.0,13-24 months,-0.08794754895161755,0.04706419958028496,0.1350117485319025,Sleeping Dog,-156.52
CUST-03610,Male,0,Yes,No,27,One year,DSL,Yes,No,Yes,No,No,No internet service,Yes,2,86.91,2189.83,Bank transfer (automatic),No,1779.29,0,0.129,1,1042.92,25-48 months,0.004322574667432022,0.13498540902136694,0.13066283435393491,Lost Cause,7.69
CUST-01193,Female,0,Yes,No,31,One year,Fiber optic,No,Yes,No,No internet service,Yes,No,Yes,2,75.12,2508.27,Bank transfer (automatic),No,1779.14,0,0.0712,0,0.0,25-48 months,-0.0033778209636790846,0.12730704693955242,0.1306848679032315,Lost Cause,-6.01
CUST-06487,Female,0,No,Yes,15,Two year,Fiber optic,No internet service,No,No,No,No,Yes,Yes,1,50.96,717.23,Credit card (automatic),Yes,1779.02,0,0.0067,1,611.52,13-24 months,-0.031087019924653903,0.08085266676878378,0.11193968669343768,Sleeping Dog,-55.3
CUST-01556,Female,0,Yes,No,30,One year,DSL,No internet service,No,No,No,No,Yes,No,1,68.42,1987.21,Mailed check,No,1778.67,0,0.054,0,0.0,25-48 months,-0.06649961698808156,0.0676887199441943,0.13418833693227586,Sleeping Dog,-118.28
CUST-06787,Male,0,No,No,52,Month-to-month,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,No,1,89.86,4679.1,Credit card (automatic),No,1778.64,0,0.2726,0,0.0,49+ months,-0.09397909500608959,0.30211659237426053,0.3960956873803501,Sleeping Dog,-167.15
CUST-05418,Male,0,No,Yes,21,One year,DSL,No,No,Yes,No,Yes,No,Yes,2,74.87,1603.93,Electronic check,No,1778.61,0,0.114,0,0.0,13-24 months,-0.0021293013822114987,0.09912839468277847,0.10125769606498997,Lost Cause,-3.79
CUST-03225,Female,0,No,No,70,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,3,92.14,6031.49,Bank transfer (automatic),No,1778.42,0,0.1046,1,1105.68,49+ months,0.26071723690644955,0.48704386787645954,0.22632663097001002,Persuadable,463.66
CUST-03315,Female,0,Yes,No,34,Month-to-month,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Yes,2,115.07,3933.93,Credit card (automatic),No,1778.27,0,0.7808,0,0.0,25-48 months,-0.12444336262004871,0.20583974198957597,0.3302831046096247,Sleeping Dog,-221.29
CUST-04326,Male,0,Yes,No,1,Two year,Fiber optic,No,No internet service,Yes,No,Yes,No,Yes,2,62.95,58.33,Electronic check,Yes,1777.97,0,0.0309,0,0.0,0-12 months,-0.18694531791422142,0.16885502900328075,0.3558003469175022,Sleeping Dog,-332.38
CUST-02055,Female,0,No,No,35,Two year,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Yes,2,44.61,1643.54,Bank transfer (automatic),Yes,1777.74,0,0.0012,0,0.0,25-48 months,-0.02817576007985728,0.08050700005119363,0.10868276013105091,Sleeping Dog,-50.09
CUST-04277,Male,0,Yes,No,13,One year,DSL,No,Yes,Yes,No internet service,No,Yes,Yes,3,84.88,1185.22,Bank transfer (automatic),Yes,1777.63,1,0.2762,0,0.0,13-24 months,-0.09703275357987973,0.08990052896389467,0.1869332825437744,Sleeping Dog,-172.49
CUST-01922,Male,0,Yes,No,30,One year,DSL,No,No internet service,No,No internet service,No internet service,Yes,Yes,1,69.16,2013.79,Electronic check,Yes,1777.32,0,0.0574,0,0.0,25-48 months,-0.10016163031097718,0.08057627317466969,0.18073790348564686,Sleeping Dog,-178.02
CUST-03444,Male,0,No,No,72,Two year,DSL,No,No,No,Yes,Yes,No,Yes,2,52.31,3757.37,Mailed check,No,1776.44,0,0.0001,0,0.0,49+ months,-0.04173990744497033,0.05956278072334438,0.10130268816831471,Sleeping Dog,-74.15
CUST-00349,Male,0,Yes,No,31,Two year,Fiber optic,No,Yes,No internet service,Yes,No,No,Yes,2,55.46,1620.01,Electronic check,No,1775.53,0,0.0025,0,0.0,25-48 months,-0.06343499536145833,0.07309413301844567,0.136529128379904,Sleeping Dog,-112.63
CUST-00547,Female,0,Yes,No,35,Month-to-month,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Yes,3,92.31,3205.96,Electronic check,Yes,1774.88,1,0.5651,1,1107.72,25-48 months,0.012873257885613332,0.38510112009415076,0.37222786220853743,Persuadable,22.85
CUST-00087,Female,0,Yes,Yes,32,Month-to-month,Fiber optic,No,No internet service,No,No internet service,Yes,No,Yes,1,109.43,3640.26,Credit card (automatic),Yes,1774.18,1,0.761,0,0.0,25-48 months,0.0480122853540709,0.2866753699652493,0.23866308461117838,Persuadable,85.18
CUST-00781,Male,1,Yes,No,25,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,4,115.78,2878.17,Mailed check,Yes,1773.12,1,0.8467,0,0.0,25-48 months,0.010350979149404776,0.19858712434544495,0.18823614519604018,Sure Thing,18.35
CUST-03051,Female,0,Yes,No,21,Two year,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,3,57.19,1205.99,Mailed check,No,1772.34,0,0.0057,0,0.0,13-24 months,-0.054840244447830824,0.07309180296720198,0.1279320474150328,Sleeping Dog,-97.2
CUST-05456,Female,0,No,No,14,Two year,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Yes,2,45.68,605.04,Mailed check,No,1771.91,1,0.0058,0,0.0,13-24 months,-0.03770083725522132,0.050253952492580814,0.08795478974780213,Sleeping Dog,-66.8
CUST-03365,Male,0,No,No,32,One year,DSL,No internet service,Yes,No,Yes,Yes,No internet service,No,3,77.3,2418.14,Credit card (automatic),No,1771.04,0,0.0644,0,0.0,25-48 months,-0.011958217327885101,0.09877225088221706,0.11073046821010216,Sleeping Dog,-21.18
CUST-01599,Male,0,Yes,No,71,Month-to-month,DSL,No,No internet service,No internet service,No internet service,No,No,Yes,0,84.58,5979.31,Credit card (automatic),No,1770.88,0,0.085,1,1014.96,49+ months,0.3163181080122366,0.4662680145220928,0.1499499065098562,Persuadable,560.16
CUST-00785,Female,0,Yes,No,72,One year,No,Yes,No,Yes,No,No,No internet service,Yes,2,58.82,4501.05,Bank transfer (automatic),Yes,1770.74,0,0.0018,0,0.0,49+ months,-0.24633704105720974,0.057506170442992464,0.3038432115002022,Sleeping Dog,-436.2
CUST-03607,Male,0,Yes,No,10,Two year,DSL,No,No,No,Yes,No,Yes,Yes,2,57.81,611.85,Electronic check,No,1770.02,0,0.0145,0,0.0,0-12 months,0.004142537487342682,0.10742444805039424,0.10328191056305155,Lost Cause,7.33
CUST-04989,Male,0,Yes,No,46,One year,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,3,78.21,3256.23,Mailed check,Yes,1769.97,0,0.0237,0,0.0,25-48 months,-0.06714707359436026,0.14303424996684203,0.21018132356120228,Sleeping Dog,-118.85
CUST-01926,Male,0,No,Yes,28,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,4,111.57,2858.16,Electronic check,Yes,1769.74,1,0.7746,0,0.0,25-48 months,0.018029303829047966,0.20478290100551516,0.1867535971764672,Sure Thing,31.91
CUST-04408,Female,0,No,Yes,15,One year,DSL,No internet service,Yes,No,No,No,Yes,No,2,82.39,1327.5,Electronic check,Yes,1769.57,0,0.2064,0,0.0,13-24 months,-0.011728619807061469,0.09779219122836827,0.10952081103542974,Sleeping Dog,-20.75
CUST-03389,Male,0,No,No,35,One year,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Yes,2,81.9,2661.53,Electronic check,No,1769.57,0,0.0588,0,0.0,25-48 months,-0.05035292253312351,0.09680699952929758,0.1471599220624211,Sleeping Dog,-89.1
CUST-00060,Male,1,Yes,No,15,One year,DSL,No internet service,No,Yes,No,No,Yes,Yes,2,87.36,1438.39,Bank transfer (automatic),No,1769.39,0,0.2599,0,0.0,13-24 months,-0.06374114675528238,0.10144824162636941,0.16518938838165179,Sleeping Dog,-112.78
CUST-02706,Female,0,Yes,No,4,Two year,Fiber optic,No,No,No,Yes,No,No internet service,Yes,1,67.1,263.57,Mailed check,No,1768.86,0,0.0271,0,0.0,0-12 months,-0.1113516432805802,0.1730841858306927,0.2844358291112729,Sleeping Dog,-196.97
CUST-03721,Female,1,No,No,57,Two year,Fiber optic,No,No,No internet service,No internet service,No,No,Yes,0,48.39,2493.05,Credit card (automatic),No,1768.38,0,0.0002,0,0.0,49+ months,-0.09269726011761634,0.06604704183045187,0.1587443019480682,Sleeping Dog,-163.92
CUST-04521,Female,0,No,No,27,Two year,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Yes,1,51.81,1376.14,Credit card (automatic),No,1767.55,0,0.0029,0,0.0,25-48 months,-0.044330447025617545,0.08132302726012548,0.12565347428574303,Sleeping Dog,-78.36
CUST-06579,Female,0,No,No,26,Two year,DSL,No,No internet service,Yes,Yes,No,No,Yes,2,45.12,1242.84,Mailed check,Yes,1766.86,0,0.0025,0,0.0,25-48 months,-0.087352095681237,0.050652435062622646,0.13800453074385965,Sleeping Dog,-154.34
CUST-03890,Male,0,Yes,No,44,One year,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Yes,2,61.41,2951.69,Electronic check,Yes,1765.13,0,0.0165,0,0.0,25-48 months,-0.1128251330698611,0.1004452827121682,0.2132704157820293,Sleeping Dog,-199.15
CUST-01270,Female,1,Yes,Yes,37,One year,Fiber optic,No,No,No internet service,No internet service,No,No internet service,No,0,63.07,2215.15,Credit card (automatic),No,1764.89,0,0.0241,1,756.84,25-48 months,0.049033698053740485,0.16373307524816666,0.11469937719442617,Sure Thing,86.54
CUST-02005,Male,0,No,No,45,Two year,No,No,Yes,Yes,No,No internet service,No internet service,No,2,49.89,2198.7,Electronic check,No,1764.28,0,0.0006,0,0.0,25-48 months,-0.19811311465909784,0.03741079400937802,0.23552390866847586,Sleeping Dog,-349.53
CUST-02093,Female,1,No,No,23,One year,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,3,67.67,1549.6,Credit card (automatic),Yes,1761.94,0,0.0781,0,0.0,13-24 months,-0.009216104079641588,0.10445591746575585,0.11367202154539743,Lost Cause,-16.24
CUST-03779,Female,0,No,No,72,Two year,No,Yes,No,Yes,No,No,No,Yes,2,51.76,4042.75,Mailed check,No,1761.59,0,0.0001,0,0.0,49+ months,-0.14551199027740616,0.046841358790595,0.19235334906800117,Sleeping Dog,-256.33
CUST-05943,Male,0,Yes,No,67,Two year,Fiber optic,No,No,No,No internet service,No internet service,Yes,Yes,1,51.81,3158.29,Credit card (automatic),Yes,1760.39,0,0.0001,0,0.0,49+ months,-0.011765799395210816,0.07903716421906097,0.09080296361427179,Sleeping Dog,-20.71
CUST-04300,Female,1,No,No,2,Two year,Fiber optic,No,No,No,No,No internet service,No,Yes,0,64.8,123.9,Electronic check,No,1758.98,0,0.0269,0,0.0,0-12 months,-0.1158468458800403,0.23065438834050583,0.34650123422054613,Sleeping Dog,-203.77
CUST-00959,Male,1,Yes,No,42,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,4,102.07,4346.1,Electronic check,Yes,1758.96,1,0.5566,0,0.0,25-48 months,-0.09915483101959699,0.2745941602195528,0.3737489912391498,Sleeping Dog,-174.41
CUST-03465,Male,0,No,No,39,One year,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,3,69.56,2936.95,Electronic check,Yes,1758.46,0,0.0308,0,0.0,25-48 months,-0.07068370646216836,0.10541623834995721,0.17609994481212557,Sleeping Dog,-124.29
CUST-06421,Female,0,Yes,No,20,One year,No,No,No,No internet service,No,Yes,No,Yes,1,85.23,1767.43,Mailed check,Yes,1758.18,0,0.1684,0,0.0,13-24 months,-0.05246695548456562,0.1332057640719057,0.18567271955647133,Sleeping Dog,-92.25
CUST-03857,Female,0,Yes,No,25,Month-to-month,No,Yes,No,No,No,No internet service,Yes,No,2,118.0,2768.78,Electronic check,Yes,1757.44,0,0.8512,0,0.0,25-48 months,-0.37900168997280914,0.1498830497476288,0.5288847397204379,Sleeping Dog,-666.07
CUST-03847,Female,0,Yes,No,26,Two year,DSL,No,No,No,No,No,No internet service,Yes,0,52.46,1371.73,Credit card (automatic),No,1757.39,0,0.0036,0,0.0,25-48 months,-0.09290240637570422,0.05330128857803311,0.14620369495373733,Sleeping Dog,-163.27
CUST-02526,Female,1,No,Yes,7,Two year,Fiber optic,No internet service,No,No,No,No,No,Yes,0,51.57,330.51,Credit card (automatic),Yes,1756.99,0,0.0123,1,618.84,0-12 months,0.13313204529307288,0.28564052425499453,0.15250847896192166,Persuadable,233.91
CUST-01944,Female,0,Yes,Yes,49,Two year,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,No,4,42.55,2275.23,Credit card (automatic),Yes,1756.55,0,0.0004,1,510.6,49+ months,-0.07059923916902336,0.07302598523804135,0.1436252244070647,Sleeping Dog,-124.01
CUST-01388,Male,0,No,Yes,72,One year,No,No,Yes,No,No,No,No,Yes,1,60.38,4469.33,Mailed check,Yes,1755.97,0,0.0015,0,0.0,49+ months,-0.1597026068653593,0.0627724534883266,0.2224750603536859,Sleeping Dog,-280.43
CUST-06021,Female,0,Yes,No,61,Month-to-month,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Yes,1,109.74,6643.38,Mailed check,Yes,1755.87,0,0.3637,1,1316.88,49+ months,0.34081339513503156,0.5931183020694313,0.2523049069343997,Persuadable,598.42
CUST-03031,Female,0,No,No,17,Two year,Fiber optic,Yes,No,No,No,No,No,Yes,1,50.83,870.24,Mailed check,No,1755.19,0,0.0058,0,0.0,13-24 months,-0.13959259414411596,0.06930896841815336,0.2089015625622693,Sleeping Dog,-245.01
CUST-05423,Male,0,No,Yes,16,Month-to-month,No,No,Yes,No,No,Yes,Yes,Yes,3,116.98,1836.76,Bank transfer (automatic),Yes,1754.9,1,0.8982,0,0.0,13-24 months,-0.06070273768935541,0.2021470958649776,0.262849833554333,Sleeping Dog,-106.53
CUST-01431,Female,0,No,No,23,Two year,No,No internet service,Yes,No internet service,No,No,Yes,Yes,2,46.89,1095.77,Bank transfer (automatic),Yes,1754.9,0,0.0033,0,0.0,13-24 months,-0.0144033083871173,0.05627539427709213,0.07067870266420943,Sleeping Dog,-25.28
CUST-03046,Male,0,No,No,17,Month-to-month,No,No internet service,No,No,Yes,No,No,Yes,1,113.5,1767.1,Credit card (automatic),Yes,1754.56,1,0.8794,0,0.0,13-24 months,-0.14846213310893774,0.18060119410712677,0.3290633272160645,Sleeping Dog,-260.49
CUST-05051,Male,0,Yes,Yes,52,One year,DSL,No internet service,Yes,No,Yes,Yes,Yes,Yes,4,63.24,3392.8,Electronic check,Yes,1753.75,0,0.0095,0,0.0,49+ months,-0.07518134511310252,0.0706326555419725,0.14581400065507502,Sleeping Dog,-131.85
CUST-02012,Female,0,No,Yes,72,Two year,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,3,41.94,3079.26,Mailed check,No,1752.82,0,0.0,0,0.0,49+ months,-0.04482209653029433,0.07333623152405208,0.11815832805434641,Sleeping Dog,-78.57
CUST-06532,Male,0,No,No,72,One year,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Yes,2,76.66,5975.07,Mailed check,No,1752.61,0,0.0046,0,0.0,49+ months,-0.17282505721022473,0.1007872368026389,0.27361229401286363,Sleeping Dog,-302.89
CUST-04177,Male,1,No,No,53,Month-to-month,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Yes,3,109.79,5441.32,Mailed check,No,1752.33,0,0.4177,0,0.0,49+ months,-0.09120564391816471,0.32235056683152324,0.41355621074968796,Sleeping Dog,-159.82
CUST-01533,Female,1,Yes,Yes,10,One year,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,No,2,91.22,833.77,Bank transfer (automatic),No,1752.24,0,0.3156,0,0.0,0-12 months,0.07419336765630923,0.18149012825026992,0.10729676059396069,Sure Thing,130.0
CUST-06474,Female,1,No,No,40,Two year,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Yes,2,55.27,2359.02,Electronic check,No,1752.09,0,0.0012,0,0.0,25-48 months,-0.12155988124949622,0.07892671489335361,0.20048659614284983,Sleeping Dog,-212.98
CUST-05752,Female,0,Yes,No,3,Two year,Fiber optic,No,No internet service,Yes,Yes,No,No,Yes,2,67.95,200.99,Bank transfer (automatic),Yes,1751.16,0,0.0323,0,0.0,0-12 months,-0.09003090982118789,0.20263231512942315,0.29266322495061103,Sleeping Dog,-157.66
CUST-06236,Male,0,Yes,Yes,33,Two year,DSL,No,Yes,No internet service,No,No internet service,No internet service,Yes,1,49.57,1472.96,Electronic check,No,1750.4,0,0.0016,0,0.0,25-48 months,-0.026288128103500667,0.05161918589075994,0.07790731399426061,Sleeping Dog,-46.01
CUST-05571,Female,0,Yes,Yes,2,Two year,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Yes,3,60.49,123.67,Bank transfer (automatic),Yes,1750.09,0,0.0254,0,0.0,0-12 months,-0.14412557325690273,0.13642380554360783,0.28054937880051056,Sleeping Dog,-252.23
CUST-04471,Female,0,No,No,72,One year,Fiber optic,No internet service,No internet service,No,No,No,Yes,Yes,1,71.84,5584.57,Mailed check,Yes,1750.07,0,0.0035,0,0.0,49+ months,-0.06184291125732774,0.13885658147559815,0.2006994927329259,Sleeping Dog,-108.23
CUST-04871,Male,0,No,No,4,Two year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,4,54.58,202.5,Bank transfer (automatic),No,1749.22,0,0.0198,0,0.0,0-12 months,-0.04977685389877448,0.1218167561352469,0.17159361003402138,Sleeping Dog,-87.07
CUST-04286,Female,0,No,No,65,Month-to-month,DSL,Yes,No,No,Yes,No internet service,Yes,Yes,3,106.29,6518.44,Electronic check,No,1748.88,0,0.2514,0,0.0,49+ months,0.2381780119254278,0.4132191656119606,0.17504115368653278,Persuadable,416.54
CUST-04649,Male,0,No,No,5,One year,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Yes,0,87.33,448.48,Electronic check,Yes,1748.84,0,0.3648,0,0.0,0-12 months,-0.037498280295387765,0.25802471911243924,0.295522999407827,Sleeping Dog,-65.58
CUST-01942,Female,0,Yes,No,49,One year,DSL,No,Yes,Yes,Yes,No,No internet service,Yes,3,70.96,3690.73,Bank transfer (automatic),Yes,1748.56,0,0.0192,0,0.0,49+ months,-0.15486301057139606,0.08892426221983847,0.24378727279123455,Sleeping Dog,-270.79
CUST-04793,Female,0,No,No,11,One year,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,4,81.78,929.05,Bank transfer (automatic),Yes,1748.48,0,0.2551,1,981.36,0-12 months,0.10392174065296533,0.2396611346674485,0.13573939401448318,Sure Thing,181.71
CUST-00419,Male,0,No,No,44,Two year,DSL,No internet service,No,Yes,No internet service,No internet service,No,Yes,1,41.25,1735.1,Bank transfer (automatic),No,1746.71,0,0.0005,0,0.0,25-48 months,-0.08870103235945487,0.04769927604015766,0.13640030839961254,Sleeping Dog,-154.93
CUST-04301,Female,0,Yes,Yes,72,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Yes,3,84.18,6384.26,Bank transfer (automatic),No,1746.7,0,0.0814,0,0.0,49+ months,0.15701086895028032,0.48579316340571715,0.32878229445543683,Persuadable,274.25
CUST-02654,Male,0,Yes,No,46,One year,DSL,No,No,No,No internet service,Yes,No internet service,Yes,1,66.0,3027.79,Mailed check,No,1746.34,0,0.0162,0,0.0,25-48 months,-0.08925522810611905,0.06190957749284475,0.1511648055989638,Sleeping Dog,-155.87
CUST-07036,Female,0,No,No,9,One year,Fiber optic,No,Yes,Yes,No,No,No internet service,Yes,2,79.4,757.13,Credit card (automatic),No,1746.32,0,0.2607,0,0.0,0-12 months,0.14111093131123603,0.25708787189465504,0.11597694058341902,Sure Thing,246.42
CUST-05735,Male,0,No,No,36,One year,No,Yes,No internet service,No,No,Yes,No,No,2,73.16,2654.0,Credit card (automatic),Yes,1745.97,0,0.0396,0,0.0,25-48 months,-0.08005844662197308,0.1131209695380025,0.19317941615997558,Sleeping Dog,-139.78
CUST-01967,Female,1,No,No,14,Month-to-month,DSL,Yes,No,No internet service,No,No,No internet service,Yes,1,111.37,1463.93,Electronic check,No,1745.9,0,0.8946,0,0.0,13-24 months,-0.16054898701724718,0.1144805159244001,0.2750295029416473,Sleeping Dog,-280.3
CUST-00909,Female,0,No,Yes,15,One year,No,Yes,No,No internet service,No,No,No,Yes,1,70.32,1063.07,Mailed check,No,1745.76,0,0.1278,0,0.0,13-24 months,0.01114699422074987,0.1034610512911421,0.09231405707039222,Sure Thing,19.46
CUST-04310,Female,0,No,Yes,10,One year,DSL,No,No,Yes,No,No,No,Yes,1,83.06,899.79,Mailed check,Yes,1744.66,0,0.2647,1,996.72,0-12 months,0.11446477422889828,0.24050180714053943,0.12603703291164114,Sure Thing,199.7
