customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,phone_service,num_premium_services,monthly_charges,total_charges,payment_method,paperless_billing,clv,treatment,propensity_score,churn_binary,revenue_at_risk,tenure_bucket,uplift_score_xl,mu_0_xl,mu_1_xl,quadrant_xl,value_at_risk_xl
CUST-05940,Female,0,Yes,Yes,16,Two year,No,No,Yes,No internet service,No,Yes,Yes,Yes,3,50.33,739.33,Bank transfer (automatic),Yes,1558.4,0,0.0063,0,0.0,13-24 months,0.0642527230924838,0.046235734935862825,0.10804494192248061,Sure Thing,100.13
CUST-02893,Male,1,Yes,No,34,Month-to-month,No,No,No,No internet service,No,No internet service,No,Yes,0,85.23,2883.99,Mailed check,Yes,1557.34,1,0.4825,0,0.0,25-48 months,0.18287456010384,0.4107367859484323,0.17639537139053124,Persuadable,284.8
CUST-01986,Male,0,No,Yes,41,Month-to-month,No,No internet service,No,Yes,No,No,Yes,Yes,2,103.96,3840.82,Electronic check,No,1556.34,0,0.5129,1,1247.52,25-48 months,-0.07749763615072847,0.341180795082906,0.3976193781939464,Sleeping Dog,-120.61
CUST-06446,Male,0,No,No,72,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,5,74.82,5393.12,Mailed check,No,1556.07,0,0.0442,0,0.0,49+ months,-0.06821721740846157,0.2480469451876611,0.3192400721696711,Sleeping Dog,-106.15
CUST-00219,Female,0,No,No,60,One year,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Yes,0,53.54,3222.83,Bank transfer (automatic),No,1555.59,0,0.0031,0,0.0,49+ months,-0.13067689488235473,0.0959893212259428,0.18267912630140565,Sleeping Dog,-203.28
CUST-03075,Male,0,Yes,No,64,Month-to-month,Fiber optic,No,No,Yes,No,No internet service,No internet service,Yes,1,76.74,4953.61,Mailed check,No,1554.82,0,0.0843,0,0.0,49+ months,-0.014784789480739519,0.33399441164237037,0.3809840663624192,Sleeping Dog,-22.99
CUST-02414,Male,0,No,Yes,22,Two year,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Yes,4,46.88,1107.65,Mailed check,No,1554.3,0,0.0033,0,0.0,13-24 months,0.045873898992321444,0.07134560960333411,0.0872541142870612,Sure Thing,71.3
CUST-03230,Male,0,Yes,No,23,Month-to-month,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Yes,3,101.61,2302.4,Electronic check,No,1554.29,1,0.794,0,0.0,13-24 months,0.003497174249630884,0.30308492415731886,0.30475756539028315,Lost Cause,5.44
CUST-03135,Female,0,Yes,No,30,One year,Fiber optic,No,No,No,No internet service,Yes,Yes,Yes,2,73.49,2076.15,Bank transfer (automatic),No,1553.85,0,0.0648,0,0.0,25-48 months,-0.019865644985630666,0.12056722448464141,0.15483204861701036,Sleeping Dog,-30.87
CUST-06481,Male,0,No,No,21,One year,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Yes,2,64.2,1303.06,Credit card (automatic),Yes,1553.79,0,0.0815,0,0.0,13-24 months,-0.029319059418908198,0.10869484964837446,0.10600949395239366,Sleeping Dog,-45.56
CUST-05164,Female,1,No,Yes,5,One year,DSL,No internet service,No,Yes,No internet service,Yes,No,Yes,2,76.18,398.1,Bank transfer (automatic),No,1553.72,0,0.291,0,0.0,0-12 months,0.012731089649176987,0.20751714339705032,0.19970569972569158,Sure Thing,19.78
CUST-02828,Male,0,No,No,17,Month-to-month,No,No,No internet service,Yes,Yes,No,No internet service,No,2,95.21,1490.33,Electronic check,Yes,1553.54,1,0.7938,0,0.0,13-24 months,0.03352062017616623,0.33453485715120806,0.3439484782202025,Persuadable,52.08
CUST-03616,Male,0,No,No,26,One year,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,2,74.36,2027.44,Bank transfer (automatic),No,1553.42,0,0.0872,0,0.0,25-48 months,0.06068875819869966,0.132322837905541,0.10650698539352496,Sure Thing,94.28
CUST-00241,Male,0,No,No,72,Month-to-month,Fiber optic,No,No,No,No,No,No internet service,Yes,0,78.46,5693.65,Electronic check,No,1553.39,1,0.0525,1,941.52,49+ months,-0.048502972357270226,0.3085945435740515,0.4011501343245352,Sleeping Dog,-75.34
CUST-01012,Male,0,No,Yes,72,Month-to-month,DSL,Yes,No,Yes,Yes,No internet service,No,Yes,3,72.13,4899.55,Mailed check,No,1553.36,0,0.0331,0,0.0,49+ months,-0.07885378587283624,0.2345272067489499,0.32749689917196234,Sleeping Dog,-122.49
CUST-07016,Female,0,No,Yes,8,Two year,DSL,No,Yes,No,Yes,No internet service,Yes,Yes,3,55.72,431.31,Credit card (automatic),Yes,1553.34,0,0.0142,1,668.64,0-12 months,0.07287349522696648,0.26871209440932836,0.09158807944403095,Sure Thing,113.2
CUST-03398,Male,0,No,No,9,One year,Fiber optic,No,No,Yes,No,No,No,Yes,1,65.32,636.36,Electronic check,Yes,1553.29,0,0.1831,1,783.84,0-12 months,0.017856717034565144,0.329176613656628,0.1446855604382311,Persuadable,27.74
CUST-04814,Female,0,No,No,46,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Yes,1,94.55,4546.07,Mailed check,Yes,1552.23,1,0.4121,1,1134.6,25-48 months,-0.0568066016928192,0.31784100696825274,0.4685033336039381,Sleeping Dog,-88.18
CUST-04551,Female,0,Yes,No,1,Two year,DSL,No,Yes,Yes,No,No,No,Yes,2,48.53,45.13,Mailed check,Yes,1551.93,0,0.0213,0,0.0,0-12 months,-0.005672013252200601,0.10875390059135619,0.2872188045791213,Lost Cause,-8.8
CUST-05131,Female,0,Yes,Yes,23,One year,Fiber optic,No,No,No,No,No,Yes,Yes,1,62.38,1380.74,Electronic check,Yes,1551.8,0,0.0663,1,748.56,13-24 months,0.020988393350740295,0.11182659450003885,0.10666445208968682,Sure Thing,32.57
CUST-01248,Male,0,Yes,Yes,72,One year,Fiber optic,No,Yes,No,Yes,No internet service,Yes,No,3,51.1,3323.96,Mailed check,Yes,1551.79,0,0.0009,0,0.0,49+ months,0.06440897533824834,0.08651530577624213,0.15350492593516626,Sure Thing,99.95
CUST-04488,Female,0,Yes,Yes,48,Month-to-month,Fiber optic,No,No,No,No,Yes,Yes,Yes,2,91.4,4488.91,Credit card (automatic),Yes,1551.75,1,0.3564,0,0.0,25-48 months,0.07002737441583609,0.44330226525217925,0.3860462021199136,Persuadable,108.66
CUST-03820,Female,0,No,No,13,Month-to-month,DSL,Yes,No internet service,No,No internet service,Yes,No,Yes,2,118.0,1555.35,Mailed check,No,1551.72,1,0.922,0,0.0,13-24 months,-0.20439499962257898,0.12332189411968375,0.12559316727729075,Sleeping Dog,-317.16
CUST-00899,Female,0,No,No,2,Two year,Fiber optic,No,No,No internet service,No internet service,No,No,Yes,0,54.81,118.98,Mailed check,No,1550.38,0,0.0207,0,0.0,0-12 months,-0.15082607619361957,0.12616608051376466,0.2950831748799588,Sleeping Dog,-233.84
CUST-04394,Male,0,Yes,No,72,Two year,DSL,No,Yes,No internet service,No internet service,Yes,No,No,2,38.34,2735.78,Bank transfer (automatic),No,1549.82,0,0.0,0,0.0,49+ months,0.05341894961390761,0.06003213531115735,0.12768108343385026,Sure Thing,82.79
CUST-04140,Male,0,No,No,13,One year,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,2,73.94,994.96,Mailed check,No,1548.38,0,0.1835,0,0.0,13-24 months,0.12578195179482196,0.10640696176834162,0.0587614050528882,Sure Thing,194.76
CUST-00119,Male,0,Yes,No,24,One year,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Yes,3,65.24,1715.92,Bank transfer (automatic),Yes,1547.8,0,0.08,0,0.0,13-24 months,0.07856471600420753,0.11836943533329732,0.11020660853860353,Sure Thing,121.6
CUST-03369,Male,1,No,No,37,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,4,83.92,2834.51,Mailed check,Yes,1546.77,0,0.3939,0,0.0,25-48 months,0.07173304012508609,0.25362524978351403,0.18586165883365227,Sure Thing,110.95
CUST-02389,Female,0,No,No,37,One year,No,Yes,Yes,Yes,No,No,No,Yes,3,59.93,2368.62,Mailed check,Yes,1546.31,0,0.0218,0,0.0,25-48 months,-0.09908957331690717,0.06559563701588511,0.29139848926458084,Sleeping Dog,-153.22
CUST-04952,Male,0,No,Yes,16,Month-to-month,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,2,107.13,1670.64,Credit card (automatic),Yes,1545.62,1,0.8662,0,0.0,13-24 months,-0.13110645088538125,0.2496223908079462,0.4094993786708757,Sleeping Dog,-202.64
CUST-02736,Female,0,Yes,No,72,One year,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,3,64.26,4177.68,Electronic check,No,1545.6,0,0.0019,0,0.0,49+ months,-0.020360168537432256,0.09424806067998413,0.2512012501897044,Sleeping Dog,-31.47
CUST-00095,Male,1,Yes,No,21,One year,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,3,63.84,1360.6,Electronic check,Yes,1544.35,0,0.0829,0,0.0,13-24 months,-0.03855477702034249,0.11418504537218371,0.16584310483237444,Sleeping Dog,-59.54
CUST-02556,Male,0,Yes,No,23,Month-to-month,Fiber optic,Yes,No internet service,No,No,No,No,Yes,1,108.91,2344.09,Bank transfer (automatic),No,1544.35,1,0.8345,1,1306.92,13-24 months,-0.30701109435609886,0.1792030062975369,0.6494415188285522,Sleeping Dog,-474.13
CUST-04510,Male,1,No,Yes,6,One year,DSL,No,No internet service,No internet service,Yes,Yes,No,Yes,2,85.04,507.52,Electronic check,No,1544.32,0,0.3219,0,0.0,0-12 months,0.10480981726459797,0.1870482880289024,0.12168627989205844,Sure Thing,161.86
CUST-04401,Male,1,Yes,No,23,Month-to-month,No,No internet service,No internet service,Yes,Yes,No,No,Yes,2,107.15,2563.74,Mailed check,Yes,1544.23,1,0.8168,1,1285.8,13-24 months,-0.2729971458207341,0.17062634938722435,0.4031038585969703,Sleeping Dog,-421.57
CUST-03527,Male,1,Yes,No,45,One year,Fiber optic,No,No,No,Yes,No,Yes,Yes,2,57.72,2522.04,Credit card (automatic),Yes,1543.82,0,0.0115,0,0.0,25-48 months,-0.08328022631188588,0.09534282766686743,0.14780092004198794,Sleeping Dog,-128.57
CUST-00211,Female,1,No,Yes,37,Month-to-month,DSL,Yes,No,No internet service,No,No internet service,No internet service,Yes,1,82.27,2791.51,Bank transfer (automatic),Yes,1543.44,1,0.3961,0,0.0,25-48 months,0.05588428327125403,0.23829597020327203,0.2108504810146096,Sure Thing,86.25
CUST-05067,Male,0,No,Yes,13,Month-to-month,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Yes,3,108.15,1403.21,Mailed check,Yes,1543.33,1,0.8853,1,1297.8,13-24 months,-0.15277548405072428,0.24212199234824833,0.41949590100689194,Sleeping Dog,-235.78
CUST-00803,Female,0,No,No,29,Two year,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,3,47.06,1315.05,Bank transfer (automatic),Yes,1543.11,0,0.0021,1,564.72,25-48 months,-0.006934688356846111,0.08822308402828075,0.13174461597787507,Lost Cause,-10.7
CUST-04075,Male,0,Yes,Yes,27,One year,Fiber optic,No,Yes,No,No,Yes,No,Yes,2,58.52,1668.58,Mailed check,No,1542.68,0,0.0443,1,702.24,25-48 months,-0.09384019417661127,0.13921481131008315,0.26697994989355484,Sleeping Dog,-144.77
CUST-02276,Male,0,No,No,43,One year,Fiber optic,No,No,No,Yes,No internet service,No,Yes,1,60.43,2648.06,Electronic check,Yes,1542.62,0,0.0149,1,725.16,25-48 months,-0.08160382541563231,0.13301477120038904,0.24445656352389303,Sleeping Dog,-125.88
CUST-01859,Male,0,No,No,41,One year,No,No,Yes,No,No internet service,No,No,Yes,1,71.03,2858.62,Credit card (automatic),Yes,1542.21,0,0.0252,0,0.0,25-48 months,0.02543086770934744,0.10911029731539865,0.17641882475696935,Sure Thing,39.22
CUST-02559,Male,0,Yes,Yes,22,Month-to-month,No,No,Yes,No,No,No internet service,No,Yes,1,103.39,2272.52,Electronic check,No,1542.02,1,0.7991,0,0.0,13-24 months,0.010836327264616134,0.32306159114134597,0.31982446974867684,Persuadable,16.71
CUST-01157,Female,0,No,No,68,Month-to-month,DSL,No internet service,Yes,No,No,Yes,Yes,Yes,3,80.74,5891.15,Bank transfer (automatic),Yes,1541.96,0,0.0942,0,0.0,49+ months,0.08053710272382976,0.25558253573929895,0.17556675584909456,Sure Thing,124.18
CUST-00396,Female,0,Yes,Yes,62,Month-to-month,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Yes,3,92.49,5496.6,Mailed check,Yes,1541.71,0,0.1682,0,0.0,49+ months,0.014169127704442733,0.4623717981354211,0.5367491246935572,Persuadable,21.84
CUST-00569,Male,1,Yes,No,13,Two year,No,Yes,No,No,No,No,Yes,Yes,2,41.05,510.59,Electronic check,No,1541.46,0,0.0057,0,0.0,13-24 months,0.02932207225743674,0.0471352666323043,0.12551527475389687,Sure Thing,45.2
CUST-03664,Female,0,No,Yes,25,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,3,89.95,2472.75,Mailed check,No,1541.23,1,0.677,0,0.0,25-48 months,0.09791596855344636,0.49858321562020497,0.3115599541910277,Persuadable,150.91
CUST-04545,Male,0,Yes,No,53,One year,DSL,No,No internet service,No internet service,Yes,Yes,No,No,2,66.22,3532.9,Electronic check,No,1540.91,0,0.0103,0,0.0,49+ months,-0.023914443500636016,0.06898704213924793,0.22852559578832274,Sleeping Dog,-36.85
CUST-03048,Male,0,No,No,16,Month-to-month,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Yes,3,96.14,1471.92,Bank transfer (automatic),Yes,1540.81,1,0.8342,0,0.0,13-24 months,-0.02896887791306225,0.33371390972641124,0.3723269601255665,Sleeping Dog,-44.64
CUST-00868,Female,0,Yes,No,63,Month-to-month,Fiber optic,No internet service,Yes,No,No,No,No internet service,Yes,1,73.92,4466.32,Electronic check,No,1540.68,1,0.0747,0,0.0,49+ months,0.13528937623170245,0.35405895099698914,0.21065568261160625,Persuadable,208.44
CUST-05513,Male,0,No,No,39,One year,No,No,Yes,Yes,No internet service,No,Yes,No,3,56.52,2305.13,Electronic check,Yes,1540.53,0,0.0164,0,0.0,25-48 months,-0.07340962910955694,0.06316831625176428,0.14701447925025268,Sleeping Dog,-113.09
CUST-01540,Male,0,Yes,No,39,Month-to-month,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Yes,3,98.98,3634.18,Bank transfer (automatic),Yes,1540.28,1,0.5657,1,1187.76,25-48 months,-0.10583640872474333,0.3828378502994889,0.6712571805993472,Sleeping Dog,-163.02
CUST-04646,Female,0,Yes,Yes,36,One year,No,No,No internet service,No,No internet service,Yes,Yes,Yes,2,62.95,2385.19,Credit card (automatic),Yes,1539.68,0,0.0278,1,755.4,25-48 months,0.00859922004422587,0.10336810105128649,0.13676800686039364,Lost Cause,13.24
CUST-01578,Male,0,Yes,Yes,29,Month-to-month,Fiber optic,No,No,No,No internet service,Yes,No internet service,No,1,94.31,2740.45,Credit card (automatic),Yes,1539.63,0,0.6688,0,0.0,25-48 months,-0.01429773154518525,0.48359319587396526,0.50703898664774,Sleeping Dog,-22.01
CUST-05552,Male,0,No,No,72,Month-to-month,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,3,71.11,5228.69,Credit card (automatic),Yes,1538.89,0,0.0362,0,0.0,49+ months,-0.0877388360641066,0.31555149219675516,0.46420106739278477,Sleeping Dog,-135.02
CUST-00385,Female,0,Yes,No,52,One year,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Yes,2,63.56,3308.17,Electronic check,No,1538.48,0,0.0092,0,0.0,49+ months,-0.07190005212008187,0.09815042948985116,0.24244826973369135,Sleeping Dog,-110.62
CUST-03632,Male,0,No,No,19,One year,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Yes,4,77.07,1593.62,Credit card (automatic),No,1538.43,0,0.1449,0,0.0,13-24 months,-0.013370390737716613,0.11953651991566916,0.14283693425173957,Sleeping Dog,-20.57
CUST-00975,Male,0,No,No,9,Month-to-month,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Yes,3,103.96,910.11,Electronic check,Yes,1538.37,0,0.9014,0,0.0,0-12 months,-0.12100767677252496,0.28806716019372697,0.5207911053295412,Sleeping Dog,-186.15
CUST-04115,Male,0,Yes,No,13,One year,DSL,No,No,No internet service,No,No,No,Yes,0,63.07,801.87,Bank transfer (automatic),No,1538.19,0,0.151,1,756.84,13-24 months,0.08376556666635655,0.17087637100094408,0.1282586473856164,Sure Thing,128.85
CUST-03376,Male,0,No,Yes,45,One year,No,Yes,Yes,Yes,No internet service,No,No,Yes,3,65.13,2951.99,Electronic check,Yes,1538.11,0,0.0141,0,0.0,25-48 months,-0.12450727671682481,0.0641130470723933,0.23461121541321422,Sleeping Dog,-191.51
CUST-01313,Male,0,No,No,54,Month-to-month,No,No internet service,Yes,Yes,No,No,No internet service,Yes,2,86.61,4741.1,Credit card (automatic),No,1538.06,1,0.2149,1,1039.32,49+ months,-0.23868692308240286,0.3919640234713111,0.6623974778700819,Sleeping Dog,-367.11
CUST-05100,Female,0,No,No,19,Month-to-month,No,Yes,No,No,No internet service,Yes,No,Yes,2,100.75,1792.67,Electronic check,No,1537.1,0,0.8034,1,1209.0,13-24 months,0.0058679159274057195,0.39285857827288684,0.3414738455637149,Lost Cause,9.02
CUST-05778,Male,0,No,No,55,One year,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Yes,1,57.11,2976.83,Bank transfer (automatic),Yes,1536.99,0,0.0051,0,0.0,49+ months,-0.11339067444613367,0.09242977941396302,0.15395891725481253,Sleeping Dog,-174.28
CUST-04876,Male,0,Yes,Yes,29,Two year,DSL,No,No,No,No,Yes,No,Yes,1,43.72,1314.24,Credit card (automatic),Yes,1536.99,0,0.002,0,0.0,25-48 months,0.006730778039418225,0.05540328931726281,0.1322292406602429,Lost Cause,10.35
CUST-01660,Female,0,No,No,29,Month-to-month,DSL,No,Yes,No internet service,No,Yes,No internet service,Yes,2,97.45,3053.97,Electronic check,No,1536.47,0,0.7111,0,0.0,25-48 months,0.1160434408651308,0.3356447793735769,0.16158461801548832,Persuadable,178.3
CUST-02164,Male,0,No,Yes,20,One year,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Yes,5,68.38,1329.97,Electronic check,No,1536.41,0,0.0923,0,0.0,13-24 months,-0.0671352491643188,0.11481669805619892,0.13063185211854061,Sleeping Dog,-103.15
CUST-00709,Male,0,No,No,36,Month-to-month,No,No,No,Yes,Yes,No internet service,No,Yes,2,81.56,3165.72,Credit card (automatic),Yes,1536.09,1,0.4375,0,0.0,25-48 months,0.03155415109629006,0.30919132666237187,0.275265028802258,Persuadable,48.47
CUST-03928,Female,0,No,Yes,37,Two year,No,No,No,No,No,No,Yes,Yes,1,36.71,1413.35,Bank transfer (automatic),No,1535.28,0,0.0007,0,0.0,25-48 months,-0.15638640545768775,0.04023273530852503,0.20548247033749817,Sleeping Dog,-240.1
CUST-05885,Male,0,Yes,No,21,One year,Fiber optic,No,Yes,Yes,No,No,No,Yes,2,68.47,1313.21,Electronic check,Yes,1535.05,0,0.0953,1,821.64,13-24 months,-0.020023624035213947,0.15111080129641866,0.11486582007222544,Sleeping Dog,-30.74
CUST-00412,Male,0,Yes,No,72,Two year,No,Yes,No,Yes,No,No internet service,No internet service,Yes,2,34.43,2595.44,Credit card (automatic),Yes,1533.84,0,0.0,0,0.0,49+ months,0.19181634661259822,0.048642298363033416,0.09668640288596198,Sure Thing,294.22
CUST-04919,Female,0,Yes,No,13,Month-to-month,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Yes,2,101.66,1272.79,Bank transfer (automatic),Yes,1533.68,1,0.8817,0,0.0,13-24 months,-0.1733570780470119,0.21705685300015626,0.42278286648533736,Sleeping Dog,-265.87
CUST-04179,Female,0,Yes,Yes,11,One year,DSL,Yes,No internet service,No,Yes,Yes,Yes,Yes,4,79.09,797.14,Mailed check,Yes,1533.16,0,0.2323,0,0.0,0-12 months,0.16193170138426172,0.1622276629802844,0.0801418816990498,Sure Thing,248.27
CUST-03447,Male,0,Yes,Yes,40,Month-to-month,No,Yes,Yes,Yes,No,No,Yes,Yes,4,97.9,4182.73,Credit card (automatic),Yes,1532.99,1,0.5503,1,1174.8,25-48 months,-0.0025555728407093137,0.39715733382930885,0.48339704239310477,Lost Cause,-3.92
CUST-01353,Female,1,No,Yes,41,One year,Fiber optic,No,Yes,No,No,No internet service,No,No,1,60.95,2341.62,Credit card (automatic),Yes,1532.98,0,0.0153,0,0.0,25-48 months,0.0006098206661545435,0.11560745131820006,0.24863766289521433,Lost Cause,0.93
CUST-04992,Female,0,No,No,13,Month-to-month,DSL,No,Yes,No internet service,No,Yes,Yes,Yes,3,96.68,1225.62,Bank transfer (automatic),Yes,1531.24,0,0.8621,0,0.0,13-24 months,0.023343062511950095,0.2834705520936831,0.24497197483214433,Persuadable,35.74
CUST-04932,Female,0,No,No,72,Two year,No,No,No,No,No,Yes,No,Yes,1,42.86,3286.95,Electronic check,Yes,1531.02,0,0.0001,0,0.0,49+ months,0.06384910640299313,0.0401148146410399,0.1773093620608582,Sure Thing,97.75
CUST-03084,Female,0,Yes,No,38,Two year,DSL,No internet service,No,Yes,No,Yes,Yes,Yes,3,36.75,1276.95,Electronic check,Yes,1530.77,0,0.0007,0,0.0,25-48 months,-0.013405257821515203,0.04495394038834932,0.14019896275751234,Sleeping Dog,-20.52
CUST-04265,Female,0,No,No,18,One year,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,No,4,73.97,1293.99,Credit card (automatic),Yes,1530.64,0,0.1346,0,0.0,13-24 months,-0.02267922544589442,0.07290063696841578,0.10749253562126665,Sleeping Dog,-34.71
CUST-01379,Female,1,No,No,28,Month-to-month,Fiber optic,No,No,No internet service,Yes,No internet service,No,Yes,1,88.4,2628.71,Bank transfer (automatic),Yes,1530.54,1,0.6363,1,1060.8,25-48 months,0.026545549630833935,0.41966531404262886,0.4602629496229882,Persuadable,40.63
CUST-01757,Female,0,No,No,21,One year,Fiber optic,No internet service,No,Yes,No,Yes,No,Yes,2,68.87,1394.24,Mailed check,No,1530.5,0,0.0897,0,0.0,13-24 months,-0.023033985599496067,0.11296544224554855,0.15771498051189264,Sleeping Dog,-35.25
CUST-05570,Female,0,No,No,72,Month-to-month,DSL,No,No,No internet service,No,Yes,No,Yes,1,74.83,5011.13,Credit card (automatic),Yes,1530.47,0,0.0412,1,897.96,49+ months,0.15471803636757087,0.35055812476459824,0.24309016768570443,Persuadable,236.79
CUST-05987,Female,0,Yes,No,72,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,Yes,3,71.24,4980.96,Bank transfer (automatic),No,1530.42,0,0.04,0,0.0,49+ months,0.006566822853140627,0.27091054782755697,0.28473451783831033,Lost Cause,10.05
CUST-04684,Female,0,No,No,47,One year,Fiber optic,No,Yes,Yes,No,No,No,Yes,2,57.4,2736.42,Credit card (automatic),No,1530.4,0,0.0098,1,688.8,25-48 months,-0.13089838123843867,0.10312437196739364,0.25426141087638143,Sleeping Dog,-200.33
CUST-06119,Male,1,Yes,Yes,35,Month-to-month,Fiber optic,No,No internet service,Yes,No,Yes,No,Yes,2,92.83,2962.75,Bank transfer (automatic),No,1529.57,1,0.534,0,0.0,25-48 months,0.14244538771013002,0.5214969722799828,0.3239473551389476,Persuadable,217.88
CUST-06518,Male,1,No,No,72,Month-to-month,No,No internet service,Yes,No,Yes,Yes,No,Yes,3,82.59,6377.79,Electronic check,No,1529.45,0,0.0675,0,0.0,49+ months,0.1572267117804337,0.34244206065639005,0.2264281580720452,Persuadable,240.47
CUST-02393,Male,0,Yes,Yes,4,One year,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0,78.45,292.89,Credit card (automatic),Yes,1529.4,1,0.3384,1,941.4,0-12 months,-0.08297081879628454,0.2099859018494091,0.32868745096795965,Sleeping Dog,-126.9
CUST-06584,Male,0,Yes,Yes,35,Month-to-month,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,3,82.68,2778.88,Electronic check,No,1529.16,0,0.4441,0,0.0,25-48 months,0.004935639660935298,0.3211929803133335,0.3068474050362762,Lost Cause,7.55
CUST-05420,Female,0,Yes,Yes,6,One year,DSL,No,No,No internet service,Yes,No,Yes,Yes,2,69.67,431.96,Electronic check,Yes,1529.14,1,0.2523,0,0.0,0-12 months,0.03617994534135777,0.18964896083898788,0.12573661446960382,Sure Thing,55.32
CUST-04839,Male,0,No,No,10,Month-to-month,DSL,No,No,Yes,No,No internet service,No,Yes,1,111.47,1052.44,Bank transfer (automatic),Yes,1528.69,1,0.9226,1,1337.64,0-12 months,-0.11439422122417461,0.4345089094561752,0.6447494347381436,Sleeping Dog,-174.87
CUST-07019,Female,1,Yes,No,44,Month-to-month,DSL,Yes,No,No,No internet service,No internet service,Yes,Yes,2,86.83,3773.68,Electronic check,Yes,1528.21,1,0.3671,1,1041.96,25-48 months,0.029093018638304127,0.3138060796337522,0.2837543874307733,Persuadable,44.46
CUST-02840,Female,0,Yes,No,15,Two year,Fiber optic,No,No,No,No,Yes,No,Yes,1,49.25,807.61,Electronic check,No,1527.66,0,0.0072,0,0.0,13-24 months,0.07134950078134036,0.06890431663189026,0.08026205075003849,Sure Thing,109.0
CUST-02936,Male,0,Yes,No,48,One year,DSL,No,No,Yes,No internet service,No,No,No,1,57.15,2908.77,Electronic check,No,1527.53,0,0.0103,0,0.0,25-48 months,-0.06647500300948601,0.062390461331657134,0.12296851171509726,Sleeping Dog,-101.54
CUST-04728,Female,0,No,No,43,Month-to-month,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Yes,3,83.45,3863.55,Credit card (automatic),No,1527.37,1,0.3579,0,0.0,25-48 months,-0.006264592317529685,0.33206577539183757,0.29670071068662096,Lost Cause,-9.57
CUST-06827,Male,0,No,No,7,One year,Fiber optic,No internet service,No,Yes,No,Yes,No,Yes,2,79.04,573.45,Mailed check,No,1527.32,0,0.2744,0,0.0,0-12 months,0.0596258567044523,0.1972561181054703,0.15644994673733845,Sure Thing,91.07
CUST-01835,Female,0,No,No,34,Month-to-month,Fiber optic,No,No,No,Yes,Yes,No,No,2,85.8,3070.61,Electronic check,No,1526.77,1,0.5111,1,1029.6,25-48 months,0.05428939197366137,0.36602918616075864,0.3720905414789181,Persuadable,82.89
CUST-03128,Male,1,No,No,72,Month-to-month,No,No internet service,No,No,No,Yes,Yes,Yes,2,89.85,7082.35,Bank transfer (automatic),Yes,1526.53,0,0.1077,0,0.0,49+ months,0.16481027291973357,0.23483862558102242,0.18861265508395111,Sure Thing,251.59
CUST-00358,Female,0,Yes,No,72,One year,No,Yes,No,Yes,No,No internet service,Yes,Yes,3,58.93,4157.17,Electronic check,Yes,1526.34,0,0.0015,0,0.0,49+ months,-0.058663511340005595,0.05097545783428933,0.2925981899755236,Sleeping Dog,-89.54
CUST-04359,Male,0,Yes,Yes,6,Two year,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,No,3,43.01,244.37,Electronic check,Yes,1526.27,0,0.0112,0,0.0,0-12 months,-0.018259357081840847,0.17117174018819942,0.20201762886695526,Sleeping Dog,-27.87
CUST-01244,Male,0,No,No,45,Month-to-month,DSL,No internet service,Yes,Yes,No internet service,No,No,Yes,2,88.11,4314.18,Credit card (automatic),Yes,1526.17,0,0.3958,0,0.0,25-48 months,-0.10453814294533276,0.27878907086410853,0.4819847231159646,Sleeping Dog,-159.54
